LC,total_area,caribou_density,season,pft,year,weighted_area
Open shrubs,21170700,Medium,calving,Forbs,weighted_area_end,75366
Open shrubs,21170700,Medium,calving,Alder,weighted_area_start,101844
Open shrubs,21170700,Medium,calving,Alder,weighted_area_end,251964
Open shrubs,21170700,Medium,calving,Birch,weighted_area_start,3391839
Open shrubs,21170700,Medium,calving,Birch,weighted_area_end,3795183
Open shrubs,21170700,Medium,calving,Graminoids,weighted_area_start,1804230
Open shrubs,21170700,Medium,calving,Graminoids,weighted_area_end,1599885
Open shrubs,21170700,Medium,calving,Willow,weighted_area_start,1077228
Open shrubs,21170700,Medium,calving,Willow,weighted_area_end,1164537
Open shrubs,21170700,Medium,calving,Lichens,weighted_area_start,3237660
Open shrubs,21170700,Medium,calving,Lichens,weighted_area_end,2380212
Herbaceous,611285400,Medium,calving,Deciduous shrubs,weighted_area_start,194026455
Herbaceous,611285400,Medium,calving,Deciduous shrubs,weighted_area_end,225083061
Herbaceous,611285400,Medium,calving,Evergreen shrubs,weighted_area_start,116825805
Herbaceous,611285400,Medium,calving,Evergreen shrubs,weighted_area_end,114014529
Herbaceous,611285400,Medium,calving,Forbs,weighted_area_start,7320087
Herbaceous,611285400,Medium,calving,Forbs,weighted_area_end,9415323
Herbaceous,611285400,Medium,calving,Alder,weighted_area_start,5408136
Herbaceous,611285400,Medium,calving,Alder,weighted_area_end,14933988
Herbaceous,611285400,Medium,calving,Birch,weighted_area_start,91647207
Herbaceous,611285400,Medium,calving,Birch,weighted_area_end,107874387
Herbaceous,611285400,Medium,calving,Graminoids,weighted_area_start,88792569
Herbaceous,611285400,Medium,calving,Graminoids,weighted_area_end,73657845
Herbaceous,611285400,Medium,calving,Willow,weighted_area_start,59439744
Herbaceous,611285400,Medium,calving,Willow,weighted_area_end,59847579
Herbaceous,611285400,Medium,calving,Lichens,weighted_area_start,55395603
Herbaceous,611285400,Medium,calving,Lichens,weighted_area_end,39940029
Tussock tundra,533179800,Medium,calving,Deciduous shrubs,weighted_area_start,180592344
Tussock tundra,533179800,Medium,calving,Deciduous shrubs,weighted_area_end,213687693
Tussock tundra,533179800,Medium,calving,Evergreen shrubs,weighted_area_start,93623256
Tussock tundra,533179800,Medium,calving,Evergreen shrubs,weighted_area_end,92475081
Tussock tundra,533179800,Medium,calving,Forbs,weighted_area_start,2021859
Tussock tundra,533179800,Medium,calving,Forbs,weighted_area_end,2928843
Tussock tundra,533179800,Medium,calving,Alder,weighted_area_start,2304819
Tussock tundra,533179800,Medium,calving,Alder,weighted_area_end,9286056
Tussock tundra,533179800,Medium,calving,Birch,weighted_area_start,112545657
Tussock tundra,533179800,Medium,calving,Birch,weighted_area_end,130694454
Tussock tundra,533179800,Medium,calving,Graminoids,weighted_area_start,89066493
Tussock tundra,533179800,Medium,calving,Graminoids,weighted_area_end,68639769
Tussock tundra,533179800,Medium,calving,Willow,weighted_area_start,42237189
Tussock tundra,533179800,Medium,calving,Willow,weighted_area_end,41206797
Tussock tundra,533179800,Medium,calving,Lichens,weighted_area_start,48910563
Tussock tundra,533179800,Medium,calving,Lichens,weighted_area_end,35591967
Sparsely vegetated,715632300,Medium,calving,Deciduous shrubs,weighted_area_start,52413021
Sparsely vegetated,715632300,Medium,calving,Deciduous shrubs,weighted_area_end,64369107
Sparsely vegetated,715632300,Medium,calving,Evergreen shrubs,weighted_area_start,173358243
Sparsely vegetated,715632300,Medium,calving,Evergreen shrubs,weighted_area_end,170630676
Sparsely vegetated,715632300,Medium,calving,Forbs,weighted_area_start,9357804
Sparsely vegetated,715632300,Medium,calving,Forbs,weighted_area_end,11121075
Sparsely vegetated,715632300,Medium,calving,Alder,weighted_area_start,120978
Sparsely vegetated,715632300,Medium,calving,Alder,weighted_area_end,449226
Sparsely vegetated,715632300,Medium,calving,Birch,weighted_area_start,20691936
Sparsely vegetated,715632300,Medium,calving,Birch,weighted_area_end,27178875
Sparsely vegetated,715632300,Medium,calving,Graminoids,weighted_area_start,40844034
Sparsely vegetated,715632300,Medium,calving,Graminoids,weighted_area_end,43196751
Sparsely vegetated,715632300,Medium,calving,Willow,weighted_area_start,16094916
Sparsely vegetated,715632300,Medium,calving,Willow,weighted_area_end,18685710
Sparsely vegetated,715632300,Medium,calving,Lichens,weighted_area_start,98932149
Sparsely vegetated,715632300,Medium,calving,Lichens,weighted_area_end,92984085
Fen,626053500,Medium,calving,Deciduous shrubs,weighted_area_start,216686313
Fen,626053500,Medium,calving,Deciduous shrubs,weighted_area_end,250661484
Fen,626053500,Medium,calving,Evergreen shrubs,weighted_area_start,95824224
Fen,626053500,Medium,calving,Evergreen shrubs,weighted_area_end,94171014
Fen,626053500,Medium,calving,Forbs,weighted_area_start,1425123
Fen,626053500,Medium,calving,Forbs,weighted_area_end,2803536
Fen,626053500,Medium,calving,Alder,weighted_area_start,8199306
Fen,626053500,Medium,calving,Alder,weighted_area_end,19857492
Fen,626053500,Medium,calving,Birch,weighted_area_start,119392488
Fen,626053500,Medium,calving,Birch,weighted_area_end,137371824
Fen,626053500,Medium,calving,Graminoids,weighted_area_start,60222285
Fen,626053500,Medium,calving,Graminoids,weighted_area_end,42528933
Fen,626053500,Medium,calving,Willow,weighted_area_start,58734324
Fen,626053500,Medium,calving,Willow,weighted_area_end,56832354
Fen,626053500,Medium,calving,Lichens,weighted_area_start,49633398
Fen,626053500,Medium,calving,Lichens,weighted_area_end,35961606
Bog,6300,Medium,calving,Deciduous shrubs,weighted_area_start,1629
Bog,6300,Medium,calving,Deciduous shrubs,weighted_area_end,1971
Bog,6300,Medium,calving,Evergreen shrubs,weighted_area_start,846
Bog,6300,Medium,calving,Evergreen shrubs,weighted_area_end,918
Bog,6300,Medium,calving,Forbs,weighted_area_start,0
Bog,6300,Medium,calving,Forbs,weighted_area_end,0
Bog,6300,Medium,calving,Alder,weighted_area_start,171
Bog,6300,Medium,calving,Alder,weighted_area_end,252
Bog,6300,Medium,calving,Birch,weighted_area_start,693
Bog,6300,Medium,calving,Birch,weighted_area_end,918
Bog,6300,Medium,calving,Graminoids,weighted_area_start,135
Bog,6300,Medium,calving,Graminoids,weighted_area_end,162
Bog,6300,Medium,calving,Willow,weighted_area_start,432
Bog,6300,Medium,calving,Willow,weighted_area_end,351
Bog,6300,Medium,calving,Lichens,weighted_area_start,459
Bog,6300,Medium,calving,Lichens,weighted_area_end,378
Shallows/littoral,900,Medium,calving,Deciduous shrubs,weighted_area_start,0
Shallows/littoral,900,Medium,calving,Deciduous shrubs,weighted_area_end,0
Shallows/littoral,900,Medium,calving,Evergreen shrubs,weighted_area_start,162
Shallows/littoral,900,Medium,calving,Evergreen shrubs,weighted_area_end,189
Shallows/littoral,900,Medium,calving,Forbs,weighted_area_start,63
Shallows/littoral,900,Medium,calving,Forbs,weighted_area_end,54
Shallows/littoral,900,Medium,calving,Alder,weighted_area_start,0
Shallows/littoral,900,Medium,calving,Alder,weighted_area_end,0
Shallows/littoral,900,Medium,calving,Birch,weighted_area_start,0
Shallows/littoral,900,Medium,calving,Birch,weighted_area_end,0
Shallows/littoral,900,Medium,calving,Graminoids,weighted_area_start,0
Shallows/littoral,900,Medium,calving,Graminoids,weighted_area_end,54
Shallows/littoral,900,Medium,calving,Willow,weighted_area_start,0
Shallows/littoral,900,Medium,calving,Willow,weighted_area_end,0
Shallows/littoral,900,Medium,calving,Lichens,weighted_area_start,0
Shallows/littoral,900,Medium,calving,Lichens,weighted_area_end,27
Barren,258885900,Medium,calving,Deciduous shrubs,weighted_area_start,12064158
Barren,258885900,Medium,calving,Deciduous shrubs,weighted_area_end,14868945
Barren,258885900,Medium,calving,Evergreen shrubs,weighted_area_start,54371583
Barren,258885900,Medium,calving,Evergreen shrubs,weighted_area_end,54559530
Barren,258885900,Medium,calving,Forbs,weighted_area_start,3458745
Barren,258885900,Medium,calving,Forbs,weighted_area_end,3461877
Barren,258885900,Medium,calving,Alder,weighted_area_start,57897
Barren,258885900,Medium,calving,Alder,weighted_area_end,177291
Barren,258885900,Medium,calving,Birch,weighted_area_start,5428665
Barren,258885900,Medium,calving,Birch,weighted_area_end,7071021
Barren,258885900,Medium,calving,Graminoids,weighted_area_start,9121347
Barren,258885900,Medium,calving,Graminoids,weighted_area_end,10486728
Barren,258885900,Medium,calving,Willow,weighted_area_start,3763755
Barren,258885900,Medium,calving,Willow,weighted_area_end,3854754
Barren,258885900,Medium,calving,Lichens,weighted_area_start,31949820
Barren,258885900,Medium,calving,Lichens,weighted_area_end,30662829
Evergreen forest,6469200,High,calving,Deciduous shrubs,weighted_area_start,1752768
Evergreen forest,6469200,High,calving,Deciduous shrubs,weighted_area_end,2012445
Evergreen forest,6469200,High,calving,Evergreen shrubs,weighted_area_start,867186
Evergreen forest,6469200,High,calving,Evergreen shrubs,weighted_area_end,812952
Evergreen forest,6469200,High,calving,Forbs,weighted_area_start,30150
Evergreen forest,6469200,High,calving,Forbs,weighted_area_end,46548
Evergreen forest,6469200,High,calving,Alder,weighted_area_start,222363
Evergreen forest,6469200,High,calving,Alder,weighted_area_end,375786
Evergreen forest,6469200,High,calving,Birch,weighted_area_start,833724
Evergreen forest,6469200,High,calving,Birch,weighted_area_end,974970
Evergreen forest,6469200,High,calving,Graminoids,weighted_area_start,32679
Evergreen forest,6469200,High,calving,Graminoids,weighted_area_end,38520
Evergreen forest,6469200,High,calving,Willow,weighted_area_start,576513
Evergreen forest,6469200,High,calving,Willow,weighted_area_end,574137
Evergreen forest,6469200,High,calving,Lichens,weighted_area_start,620730
Evergreen forest,6469200,High,calving,Lichens,weighted_area_end,378423
Mixed forest,179100,High,calving,Deciduous shrubs,weighted_area_start,82944
Mixed forest,179100,High,calving,Deciduous shrubs,weighted_area_end,91809
Mixed forest,179100,High,calving,Evergreen shrubs,weighted_area_start,24327
Mixed forest,179100,High,calving,Evergreen shrubs,weighted_area_end,22608
Mixed forest,179100,High,calving,Forbs,weighted_area_start,3069
Mixed forest,179100,High,calving,Forbs,weighted_area_end,3348
Mixed forest,179100,High,calving,Alder,weighted_area_start,12447
Mixed forest,179100,High,calving,Alder,weighted_area_end,20835
Mixed forest,179100,High,calving,Birch,weighted_area_start,31014
Mixed forest,179100,High,calving,Birch,weighted_area_end,36720
Mixed forest,179100,High,calving,Graminoids,weighted_area_start,8460
Mixed forest,179100,High,calving,Graminoids,weighted_area_end,6210
Mixed forest,179100,High,calving,Willow,weighted_area_start,23985
Mixed forest,179100,High,calving,Willow,weighted_area_end,22401
Mixed forest,179100,High,calving,Lichens,weighted_area_start,8595
Mixed forest,179100,High,calving,Lichens,weighted_area_end,4806
Woodland,239747400,High,calving,Deciduous shrubs,weighted_area_start,71222067
Woodland,239747400,High,calving,Deciduous shrubs,weighted_area_end,83292498
Woodland,239747400,High,calving,Evergreen shrubs,weighted_area_start,37834632
Woodland,239747400,High,calving,Evergreen shrubs,weighted_area_end,34909101
Woodland,239747400,High,calving,Forbs,weighted_area_start,1121148
Woodland,239747400,High,calving,Forbs,weighted_area_end,1629990
Woodland,239747400,High,calving,Alder,weighted_area_start,5583258
Woodland,239747400,High,calving,Alder,weighted_area_end,12049632
Woodland,239747400,High,calving,Birch,weighted_area_start,37292220
Woodland,239747400,High,calving,Birch,weighted_area_end,42299271
Woodland,239747400,High,calving,Graminoids,weighted_area_start,6843609
Woodland,239747400,High,calving,Graminoids,weighted_area_end,4389399
Woodland,239747400,High,calving,Willow,weighted_area_start,21853521
Woodland,239747400,High,calving,Willow,weighted_area_end,21873501
Woodland,239747400,High,calving,Lichens,weighted_area_start,26137395
Woodland,239747400,High,calving,Lichens,weighted_area_end,16593687
Low shrub,236675700,High,calving,Deciduous shrubs,weighted_area_start,87045561
Low shrub,236675700,High,calving,Deciduous shrubs,weighted_area_end,98638803
Low shrub,236675700,High,calving,Evergreen shrubs,weighted_area_start,38866482
Low shrub,236675700,High,calving,Evergreen shrubs,weighted_area_end,35039907
Low shrub,236675700,High,calving,Forbs,weighted_area_start,1800000
Low shrub,236675700,High,calving,Forbs,weighted_area_end,2664162
Low shrub,236675700,High,calving,Alder,weighted_area_start,1666530
Low shrub,236675700,High,calving,Alder,weighted_area_end,4295205
Low shrub,236675700,High,calving,Birch,weighted_area_start,49236093
Low shrub,236675700,High,calving,Birch,weighted_area_end,57799701
Low shrub,236675700,High,calving,Graminoids,weighted_area_start,23508450
Low shrub,236675700,High,calving,Graminoids,weighted_area_end,16610904
Low shrub,236675700,High,calving,Willow,weighted_area_start,26495550
Low shrub,236675700,High,calving,Willow,weighted_area_end,26710092
Low shrub,236675700,High,calving,Lichens,weighted_area_start,18669645
Low shrub,236675700,High,calving,Lichens,weighted_area_end,13358016
Tall shrub,72032400,High,calving,Deciduous shrubs,weighted_area_start,37394424
Tall shrub,72032400,High,calving,Deciduous shrubs,weighted_area_end,40701195
Tall shrub,72032400,High,calving,Evergreen shrubs,weighted_area_start,7911747
Tall shrub,72032400,High,calving,Evergreen shrubs,weighted_area_end,7268796
Tall shrub,72032400,High,calving,Forbs,weighted_area_start,1347741
Tall shrub,72032400,High,calving,Forbs,weighted_area_end,1626255
Tall shrub,72032400,High,calving,Alder,weighted_area_start,541485
Tall shrub,72032400,High,calving,Alder,weighted_area_end,2055492
Tall shrub,72032400,High,calving,Birch,weighted_area_start,19160811
Tall shrub,72032400,High,calving,Birch,weighted_area_end,23342508
Tall shrub,72032400,High,calving,Graminoids,weighted_area_start,6678792
Tall shrub,72032400,High,calving,Graminoids,weighted_area_end,4297158
Tall shrub,72032400,High,calving,Willow,weighted_area_start,13750911
Tall shrub,72032400,High,calving,Willow,weighted_area_end,13058253
Tall shrub,72032400,High,calving,Lichens,weighted_area_start,2354580
Tall shrub,72032400,High,calving,Lichens,weighted_area_end,1400427
Open shrubs,3555000,High,calving,Deciduous shrubs,weighted_area_start,943758
Open shrubs,3555000,High,calving,Deciduous shrubs,weighted_area_end,1070829
Open shrubs,3555000,High,calving,Evergreen shrubs,weighted_area_start,921006
Open shrubs,3555000,High,calving,Evergreen shrubs,weighted_area_end,908469
Open shrubs,3555000,High,calving,Forbs,weighted_area_start,10665
Open shrubs,3555000,High,calving,Forbs,weighted_area_end,14256
Open shrubs,3555000,High,calving,Alder,weighted_area_start,3483
Open shrubs,3555000,High,calving,Alder,weighted_area_end,14499
Open shrubs,3555000,High,calving,Birch,weighted_area_start,575640
Open shrubs,3555000,High,calving,Birch,weighted_area_end,660087
Open shrubs,3555000,High,calving,Graminoids,weighted_area_start,307980
Open shrubs,3555000,High,calving,Graminoids,weighted_area_end,284769
Open shrubs,3555000,High,calving,Willow,weighted_area_start,183177
Open shrubs,3555000,High,calving,Willow,weighted_area_end,194112
Open shrubs,3555000,High,calving,Lichens,weighted_area_start,565506
Open shrubs,3555000,High,calving,Lichens,weighted_area_end,425934
Herbaceous,124038000,High,calving,Deciduous shrubs,weighted_area_start,41432760
Herbaceous,124038000,High,calving,Deciduous shrubs,weighted_area_end,48377610
Herbaceous,124038000,High,calving,Evergreen shrubs,weighted_area_start,25049601
Herbaceous,124038000,High,calving,Evergreen shrubs,weighted_area_end,22951773
Herbaceous,124038000,High,calving,Forbs,weighted_area_start,1290186
Herbaceous,124038000,High,calving,Forbs,weighted_area_end,1971630
Herbaceous,124038000,High,calving,Alder,weighted_area_start,896121
Herbaceous,124038000,High,calving,Alder,weighted_area_end,2592711
Herbaceous,124038000,High,calving,Birch,weighted_area_start,20197539
Herbaceous,124038000,High,calving,Birch,weighted_area_end,24886368
Herbaceous,124038000,High,calving,Graminoids,weighted_area_start,14890446
Herbaceous,124038000,High,calving,Graminoids,weighted_area_end,12045267
Herbaceous,124038000,High,calving,Willow,weighted_area_start,13088763
Herbaceous,124038000,High,calving,Willow,weighted_area_end,13397049
