LC,caribou_density,season,pft,change_type,change_count
Evergreen forest,None,calving,Evergreen shrubs,Increase >= RMSE,1753.792157
Evergreen forest,None,calving,Evergreen shrubs,Decrease,86184.89804
Evergreen forest,None,calving,Evergreen shrubs,|Decrease| >= RMSE,46
Evergreen forest,None,calving,Forbs,No change,348427.451
Evergreen forest,None,calving,Forbs,Increase,27803.59608
Evergreen forest,None,calving,Forbs,Increase >= RMSE,536
Evergreen forest,None,calving,Forbs,Decrease,37205.87843
Evergreen forest,None,calving,Forbs,|Decrease| >= RMSE,1571
Evergreen forest,None,calving,Alder,No change,191444.1647
Evergreen forest,None,calving,Alder,Increase,188244.2353
Evergreen forest,None,calving,Alder,Increase >= RMSE,12056.52549
Evergreen forest,None,calving,Alder,Decrease,23637
Evergreen forest,None,calving,Alder,|Decrease| >= RMSE,162
Evergreen forest,None,calving,Birch,No change,129611.9843
Evergreen forest,None,calving,Birch,Increase,179056.3294
Evergreen forest,None,calving,Birch,Increase >= RMSE,21204.12157
Evergreen forest,None,calving,Birch,Decrease,83343.57255
Evergreen forest,None,calving,Birch,|Decrease| >= RMSE,2327.917647
Evergreen forest,None,calving,Graminoids,No change,385375.6431
Evergreen forest,None,calving,Graminoids,Increase,17738.28235
Evergreen forest,None,calving,Graminoids,Increase >= RMSE,1360
Evergreen forest,None,calving,Graminoids,Decrease,10817
Evergreen forest,None,calving,Graminoids,|Decrease| >= RMSE,253
Evergreen forest,None,calving,Willow,No change,210186.8745
Evergreen forest,None,calving,Willow,Increase,72293.63922
Evergreen forest,None,calving,Willow,Increase >= RMSE,481
Evergreen forest,None,calving,Willow,Decrease,132297.4118
Evergreen forest,None,calving,Willow,|Decrease| >= RMSE,285
Evergreen forest,None,calving,Lichens,No change,105494.9608
Evergreen forest,None,calving,Lichens,Increase,72412.29804
Evergreen forest,None,calving,Lichens,Increase >= RMSE,2427.760784
Evergreen forest,None,calving,Lichens,Decrease,224032.4706
Evergreen forest,None,calving,Lichens,|Decrease| >= RMSE,11176.43529
Deciduous forest,None,calving,Deciduous shrubs,No change,54
Deciduous forest,None,calving,Deciduous shrubs,Increase,211
Deciduous forest,None,calving,Deciduous shrubs,Increase >= RMSE,20
Deciduous forest,None,calving,Deciduous shrubs,Decrease,182
Deciduous forest,None,calving,Deciduous shrubs,|Decrease| >= RMSE,3
Deciduous forest,None,calving,Evergreen shrubs,No change,127
Deciduous forest,None,calving,Evergreen shrubs,Increase,92
Deciduous forest,None,calving,Evergreen shrubs,Increase >= RMSE,31
Deciduous forest,None,calving,Evergreen shrubs,Decrease,220
Deciduous forest,None,calving,Evergreen shrubs,|Decrease| >= RMSE,NA
Deciduous forest,None,calving,Forbs,No change,404
Deciduous forest,None,calving,Forbs,Increase,37
Deciduous forest,None,calving,Forbs,Increase >= RMSE,3
Deciduous forest,None,calving,Forbs,Decrease,25
Deciduous forest,None,calving,Forbs,|Decrease| >= RMSE,1
Deciduous forest,None,calving,Alder,No change,105
Deciduous forest,None,calving,Alder,Increase,155
Deciduous forest,None,calving,Alder,Increase >= RMSE,35
Deciduous forest,None,calving,Alder,Decrease,141
Deciduous forest,None,calving,Alder,|Decrease| >= RMSE,34
Deciduous forest,None,calving,Birch,No change,99
Deciduous forest,None,calving,Birch,Increase,186
Deciduous forest,None,calving,Birch,Increase >= RMSE,46
Deciduous forest,None,calving,Birch,Decrease,136
Deciduous forest,None,calving,Birch,|Decrease| >= RMSE,3
Deciduous forest,None,calving,Graminoids,No change,272
Deciduous forest,None,calving,Graminoids,Increase,50
Deciduous forest,None,calving,Graminoids,Increase >= RMSE,24
Deciduous forest,None,calving,Graminoids,Decrease,115
Deciduous forest,None,calving,Graminoids,|Decrease| >= RMSE,9
Deciduous forest,None,calving,Willow,No change,125
Deciduous forest,None,calving,Willow,Increase,119
Deciduous forest,None,calving,Willow,Increase >= RMSE,3
Deciduous forest,None,calving,Willow,Decrease,208
Deciduous forest,None,calving,Willow,|Decrease| >= RMSE,15
Deciduous forest,None,calving,Lichens,No change,201
Deciduous forest,None,calving,Lichens,Increase,34
Deciduous forest,None,calving,Lichens,Increase >= RMSE,18
Deciduous forest,None,calving,Lichens,Decrease,201
Deciduous forest,None,calving,Lichens,|Decrease| >= RMSE,16
Mixed forest,None,calving,Deciduous shrubs,No change,3247.866667
Mixed forest,None,calving,Deciduous shrubs,Increase,9711.639216
Mixed forest,None,calving,Deciduous shrubs,Increase >= RMSE,114
Mixed forest,None,calving,Deciduous shrubs,Decrease,5087.67451
Mixed forest,None,calving,Deciduous shrubs,|Decrease| >= RMSE,26
Mixed forest,None,calving,Evergreen shrubs,No change,6447.298039
Mixed forest,None,calving,Evergreen shrubs,Increase,5366.882353
Mixed forest,None,calving,Evergreen shrubs,Increase >= RMSE,288
Mixed forest,None,calving,Evergreen shrubs,Decrease,6065
Mixed forest,None,calving,Evergreen shrubs,|Decrease| >= RMSE,20
Mixed forest,None,calving,Forbs,No change,13052.46275
Mixed forest,None,calving,Forbs,Increase,2382
Mixed forest,None,calving,Forbs,Increase >= RMSE,74
Mixed forest,None,calving,Forbs,Decrease,2598.717647
Mixed forest,None,calving,Forbs,|Decrease| >= RMSE,80
Mixed forest,None,calving,Alder,No change,6181.866667
Mixed forest,None,calving,Alder,Increase,7461.313725
Mixed forest,None,calving,Alder,Increase >= RMSE,1581
Mixed forest,None,calving,Alder,Decrease,2750
Mixed forest,None,calving,Alder,|Decrease| >= RMSE,213
Mixed forest,None,calving,Birch,No change,3839
Mixed forest,None,calving,Birch,Increase,7725.678431
Mixed forest,None,calving,Birch,Increase >= RMSE,546.827451
Mixed forest,None,calving,Birch,Decrease,5884.67451
Mixed forest,None,calving,Birch,|Decrease| >= RMSE,191
Mixed forest,None,calving,Graminoids,No change,10073.71765
Mixed forest,None,calving,Graminoids,Increase,2308.866667
Mixed forest,None,calving,Graminoids,Increase >= RMSE,57
Mixed forest,None,calving,Graminoids,Decrease,5653.596078
Mixed forest,None,calving,Graminoids,|Decrease| >= RMSE,94
Mixed forest,None,calving,Willow,No change,5703.756863
Mixed forest,None,calving,Willow,Increase,3839.541176
Mixed forest,None,calving,Willow,Increase >= RMSE,36
Mixed forest,None,calving,Willow,Decrease,8502.882353
Mixed forest,None,calving,Willow,|Decrease| >= RMSE,105
Mixed forest,None,calving,Lichens,No change,8316.827451
Mixed forest,None,calving,Lichens,Increase,2577.352941
Mixed forest,None,calving,Lichens,Increase >= RMSE,211
Mixed forest,None,calving,Lichens,Decrease,6437
Mixed forest,None,calving,Lichens,|Decrease| >= RMSE,645
Woodland,None,calving,Deciduous shrubs,No change,1430722.741
Woodland,None,calving,Deciduous shrubs,Increase,2742964.765
Woodland,None,calving,Deciduous shrubs,Increase >= RMSE,114882.7137
Woodland,None,calving,Deciduous shrubs,Decrease,993151.1529
Woodland,None,calving,Deciduous shrubs,|Decrease| >= RMSE,17200.27843
Woodland,None,calving,Evergreen shrubs,No change,2280463.196
Woodland,None,calving,Evergreen shrubs,Increase,1731801.541
Woodland,None,calving,Evergreen shrubs,Increase >= RMSE,13795.51373
Woodland,None,calving,Evergreen shrubs,Decrease,1272328.4
Woodland,None,calving,Evergreen shrubs,|Decrease| >= RMSE,533
Woodland,None,calving,Forbs,No change,4733552.129
Woodland,None,calving,Forbs,Increase,275004.5882
Woodland,None,calving,Forbs,Increase >= RMSE,5564.905882
Woodland,None,calving,Forbs,Decrease,273699.6941
Woodland,None,calving,Forbs,|Decrease| >= RMSE,11100.33333
Woodland,None,calving,Alder,No change,2894149.592
Woodland,None,calving,Alder,Increase,1982757.02
Woodland,None,calving,Alder,Increase >= RMSE,112450.0118
Woodland,None,calving,Alder,Decrease,307076.3255
Woodland,None,calving,Alder,|Decrease| >= RMSE,2488.701961
Woodland,None,calving,Birch,No change,1433231.427
Woodland,None,calving,Birch,Increase,2233356.506
Woodland,None,calving,Birch,Increase >= RMSE,131367.051
Woodland,None,calving,Birch,Decrease,1474191.804
Woodland,None,calving,Birch,|Decrease| >= RMSE,26774.86275
Woodland,None,calving,Graminoids,No change,3788750.553
Woodland,None,calving,Graminoids,Increase,509552.6902
Woodland,None,calving,Graminoids,Increase >= RMSE,13455.94118
Woodland,None,calving,Graminoids,Decrease,942343.5804
Woodland,None,calving,Graminoids,|Decrease| >= RMSE,44818.88627
Woodland,None,calving,Willow,No change,2548897.016
Woodland,None,calving,Willow,Increase,1022590.529
Woodland,None,calving,Willow,Increase >= RMSE,2969.509804
Woodland,None,calving,Willow,Decrease,1717027.722
Woodland,None,calving,Willow,|Decrease| >= RMSE,7436.87451
Woodland,None,calving,Lichens,No change,1337461.647
Woodland,None,calving,Lichens,Increase,986010.8157
Woodland,None,calving,Lichens,Increase >= RMSE,21264.22353
Woodland,None,calving,Lichens,Decrease,2838502.839
Woodland,None,calving,Lichens,|Decrease| >= RMSE,115682.1255
Low shrub,None,calving,Deciduous shrubs,No change,826547.702
Low shrub,None,calving,Deciduous shrubs,Increase,1540160.784
Low shrub,None,calving,Deciduous shrubs,Increase >= RMSE,58594.54902
Low shrub,None,calving,Deciduous shrubs,Decrease,986526.3647
Low shrub,None,calving,Deciduous shrubs,|Decrease| >= RMSE,11158.62745
Low shrub,None,calving,Evergreen shrubs,No change,890955.1569
Low shrub,None,calving,Evergreen shrubs,Increase,1240104.733
Low shrub,None,calving,Evergreen shrubs,Increase >= RMSE,19014.75294
Low shrub,None,calving,Evergreen shrubs,Decrease,1266979.384
Low shrub,None,calving,Evergreen shrubs,|Decrease| >= RMSE,5934
Low shrub,None,calving,Forbs,No change,2721616.38
Low shrub,None,calving,Forbs,Increase,492785.2667
Low shrub,None,calving,Forbs,Increase >= RMSE,8262.92549
Low shrub,None,calving,Forbs,Decrease,197559.4549
Low shrub,None,calving,Forbs,|Decrease| >= RMSE,2764
Low shrub,None,calving,Alder,No change,2647769.392
Low shrub,None,calving,Alder,Increase,546879.149
Low shrub,None,calving,Alder,Increase >= RMSE,83882.85098
Low shrub,None,calving,Alder,Decrease,137692.6353
Low shrub,None,calving,Alder,|Decrease| >= RMSE,6764
Low shrub,None,calving,Birch,No change,826212.1686
Low shrub,None,calving,Birch,Increase,1381743.098
Low shrub,None,calving,Birch,Increase >= RMSE,137590.6706
Low shrub,None,calving,Birch,Decrease,1039742.431
Low shrub,None,calving,Birch,|Decrease| >= RMSE,37699.65882
Low shrub,None,calving,Graminoids,No change,1413331.204
Low shrub,None,calving,Graminoids,Increase,636190.6745
Low shrub,None,calving,Graminoids,Increase >= RMSE,7434
Low shrub,None,calving,Graminoids,Decrease,1330320.733
Low shrub,None,calving,Graminoids,|Decrease| >= RMSE,35711.41569
Low shrub,None,calving,Willow,No change,1415946.502
Low shrub,None,calving,Willow,Increase,895259.2863
Low shrub,None,calving,Willow,Increase >= RMSE,7488.968627
Low shrub,None,calving,Willow,Decrease,1089554.353
Low shrub,None,calving,Willow,|Decrease| >= RMSE,14738.91765
Low shrub,None,calving,Lichens,No change,1157078.502
Low shrub,None,calving,Lichens,Increase,754246.9843
Low shrub,None,calving,Lichens,Increase >= RMSE,18142.73725
Low shrub,None,calving,Lichens,Decrease,1442408.725
Low shrub,None,calving,Lichens,|Decrease| >= RMSE,51111.07843
Tall shrub,None,calving,Deciduous shrubs,No change,151420.2235
Tall shrub,None,calving,Deciduous shrubs,Increase,386545.7373
Tall shrub,None,calving,Deciduous shrubs,Increase >= RMSE,6296.223529
Tall shrub,None,calving,Deciduous shrubs,Decrease,362683.4745
Tall shrub,None,calving,Deciduous shrubs,|Decrease| >= RMSE,1897
Tall shrub,None,calving,Evergreen shrubs,No change,247792.6627
Tall shrub,None,calving,Evergreen shrubs,Increase,342539.7333
Tall shrub,None,calving,Evergreen shrubs,Increase >= RMSE,18404.87059
Tall shrub,None,calving,Evergreen shrubs,Decrease,298118.3922
Tall shrub,None,calving,Evergreen shrubs,|Decrease| >= RMSE,1987
Tall shrub,None,calving,Forbs,No change,595780.2
Tall shrub,None,calving,Forbs,Increase,198457.1647
Tall shrub,None,calving,Forbs,Increase >= RMSE,1383
Tall shrub,None,calving,Forbs,Decrease,111580.3176
Tall shrub,None,calving,Forbs,|Decrease| >= RMSE,1641.976471
Tall shrub,None,calving,Alder,No change,493544.3412
Tall shrub,None,calving,Alder,Increase,256249.3216
Tall shrub,None,calving,Alder,Increase >= RMSE,62138.72157
Tall shrub,None,calving,Alder,Decrease,89620.93725
Tall shrub,None,calving,Alder,|Decrease| >= RMSE,7289.337255
Tall shrub,None,calving,Birch,No change,150098.5725
Tall shrub,None,calving,Birch,Increase,364820.5451
Tall shrub,None,calving,Birch,Increase >= RMSE,34307.95686
Tall shrub,None,calving,Birch,Decrease,338136.7569
Tall shrub,None,calving,Birch,|Decrease| >= RMSE,21478.82745
Tall shrub,None,calving,Graminoids,No change,399105.2196
Tall shrub,None,calving,Graminoids,Increase,113851.1882
Tall shrub,None,calving,Graminoids,Increase >= RMSE,3308
Tall shrub,None,calving,Graminoids,Decrease,379496.5059
Tall shrub,None,calving,Graminoids,|Decrease| >= RMSE,13081.7451
Tall shrub,None,calving,Willow,No change,210321.5569
Tall shrub,None,calving,Willow,Increase,239604.7725
Tall shrub,None,calving,Willow,Increase >= RMSE,1815
Tall shrub,None,calving,Willow,Decrease,448315.7412
Tall shrub,None,calving,Willow,|Decrease| >= RMSE,8785.588235
Tall shrub,None,calving,Lichens,No change,462039.3216
Tall shrub,None,calving,Lichens,Increase,115520.9294
Tall shrub,None,calving,Lichens,Increase >= RMSE,7155.32549
Tall shrub,None,calving,Lichens,Decrease,305303.1569
Tall shrub,None,calving,Lichens,|Decrease| >= RMSE,18823.92549
Open shrubs,None,calving,Deciduous shrubs,No change,60630.76863
Open shrubs,None,calving,Deciduous shrubs,Increase,89908.99216
Open shrubs,None,calving,Deciduous shrubs,Increase >= RMSE,3449.721569
Open shrubs,None,calving,Deciduous shrubs,Decrease,58077.46667
Open shrubs,None,calving,Deciduous shrubs,|Decrease| >= RMSE,655
Open shrubs,None,calving,Evergreen shrubs,No change,55034.34902
Open shrubs,None,calving,Evergreen shrubs,Increase,92508.71373
Open shrubs,None,calving,Evergreen shrubs,Increase >= RMSE,499
Open shrubs,None,calving,Evergreen shrubs,Decrease,64522.88627
Open shrubs,None,calving,Evergreen shrubs,|Decrease| >= RMSE,157
Open shrubs,None,calving,Forbs,No change,176441.6784
Open shrubs,None,calving,Forbs,Increase,22334.93725
Open shrubs,None,calving,Forbs,Increase >= RMSE,109
Open shrubs,None,calving,Forbs,Decrease,13745.33333
Open shrubs,None,calving,Forbs,|Decrease| >= RMSE,91
Open shrubs,None,calving,Alder,No change,195221.9529
Open shrubs,None,calving,Alder,Increase,12784
Open shrubs,None,calving,Alder,Increase >= RMSE,2232.996078
Open shrubs,None,calving,Alder,Decrease,2404
Open shrubs,None,calving,Alder,|Decrease| >= RMSE,79
Open shrubs,None,calving,Birch,No change,58800.05098
Open shrubs,None,calving,Birch,Increase,86019.03137
Open shrubs,None,calving,Birch,Increase >= RMSE,5506.666667
Open shrubs,None,calving,Birch,Decrease,60962.2
Open shrubs,None,calving,Birch,|Decrease| >= RMSE,1434
Open shrubs,None,calving,Graminoids,No change,89056.7098
Open shrubs,None,calving,Graminoids,Increase,50608.07451
Open shrubs,None,calving,Graminoids,Increase >= RMSE,1053.752941
Open shrubs,None,calving,Graminoids,Decrease,70492.41176
Open shrubs,None,calving,Graminoids,|Decrease| >= RMSE,1511
Open shrubs,None,calving,Willow,No change,104991.6157
Open shrubs,None,calving,Willow,Increase,47908.72157
Open shrubs,None,calving,Willow,Increase >= RMSE,560.9921569
Open shrubs,None,calving,Willow,Decrease,57871.61961
Open shrubs,None,calving,Willow,|Decrease| >= RMSE,1389
Open shrubs,None,calving,Lichens,No change,58691.74902
Open shrubs,None,calving,Lichens,Increase,57314.85882
Open shrubs,None,calving,Lichens,Increase >= RMSE,558
Open shrubs,None,calving,Lichens,Decrease,93521.43922
Open shrubs,None,calving,Lichens,|Decrease| >= RMSE,2635.901961
Herbaceous,None,calving,Deciduous shrubs,No change,676146.3412
Herbaceous,None,calving,Deciduous shrubs,Increase,1351612.075
Herbaceous,None,calving,Deciduous shrubs,Increase >= RMSE,78201.43137
Herbaceous,None,calving,Deciduous shrubs,Decrease,672230.7137
Herbaceous,None,calving,Deciduous shrubs,|Decrease| >= RMSE,13709.57647
Herbaceous,None,calving,Evergreen shrubs,No change,704652.5843
Herbaceous,None,calving,Evergreen shrubs,Increase,1016996.753
Herbaceous,None,calving,Evergreen shrubs,Increase >= RMSE,29401.50588
Herbaceous,None,calving,Evergreen shrubs,Decrease,1033344.286
Herbaceous,None,calving,Evergreen shrubs,|Decrease| >= RMSE,7505.007843
Herbaceous,None,calving,Forbs,No change,2002892.451
Herbaceous,None,calving,Forbs,Increase,500165.7961
Herbaceous,None,calving,Forbs,Increase >= RMSE,14109.51765
Herbaceous,None,calving,Forbs,Decrease,267685.9922
Herbaceous,None,calving,Forbs,|Decrease| >= RMSE,7046.380392
Herbaceous,None,calving,Alder,No change,2339855.078
Herbaceous,None,calving,Alder,Increase,229418.7765
Herbaceous,None,calving,Alder,Increase >= RMSE,131710.502
Herbaceous,None,calving,Alder,Decrease,77357.78039
Herbaceous,None,calving,Alder,|Decrease| >= RMSE,13558
Herbaceous,None,calving,Birch,No change,784425.3529
Herbaceous,None,calving,Birch,Increase,1083661.149
Herbaceous,None,calving,Birch,Increase >= RMSE,151156.5843
Herbaceous,None,calving,Birch,Decrease,742145.4157
Herbaceous,None,calving,Birch,|Decrease| >= RMSE,30511.63529
Herbaceous,None,calving,Graminoids,No change,895136.5255
Herbaceous,None,calving,Graminoids,Increase,674690.1294
Herbaceous,None,calving,Graminoids,Increase >= RMSE,14572.97647
Herbaceous,None,calving,Graminoids,Decrease,1178191.902
Herbaceous,None,calving,Graminoids,|Decrease| >= RMSE,29308.60392
Herbaceous,None,calving,Willow,No change,1059542.102
Herbaceous,None,calving,Willow,Increase,789763.8588
Herbaceous,None,calving,Willow,Increase >= RMSE,10963.06667
Herbaceous,None,calving,Willow,Decrease,909778.0549
Herbaceous,None,calving,Willow,|Decrease| >= RMSE,21853.0549
Herbaceous,None,calving,Lichens,No change,853025.6706
Herbaceous,None,calving,Lichens,Increase,730561.4784
Herbaceous,None,calving,Lichens,Increase >= RMSE,22423.56078
Herbaceous,None,calving,Lichens,Decrease,1099068.796
Herbaceous,None,calving,Lichens,|Decrease| >= RMSE,86820.63137
Tussock tundra,None,calving,Deciduous shrubs,No change,395004.7137
Tussock tundra,None,calving,Deciduous shrubs,Increase,901709.1608
Tussock tundra,None,calving,Deciduous shrubs,Increase >= RMSE,23728.48235
Tussock tundra,None,calving,Deciduous shrubs,Decrease,468496.0196
Tussock tundra,None,calving,Deciduous shrubs,|Decrease| >= RMSE,2037
Tussock tundra,None,calving,Evergreen shrubs,No change,446756.8824
Tussock tundra,None,calving,Evergreen shrubs,Increase,720371.8314
Tussock tundra,None,calving,Evergreen shrubs,Increase >= RMSE,5093
Tussock tundra,None,calving,Evergreen shrubs,Decrease,617070.6627
Tussock tundra,None,calving,Evergreen shrubs,|Decrease| >= RMSE,1683
Tussock tundra,None,calving,Forbs,No change,1458480.478
Tussock tundra,None,calving,Forbs,Increase,223003.5569
Tussock tundra,None,calving,Forbs,Increase >= RMSE,1221
Tussock tundra,None,calving,Forbs,Decrease,107819.3412
Tussock tundra,None,calving,Forbs,|Decrease| >= RMSE,451
Tussock tundra,None,calving,Alder,No change,1539404.475
Tussock tundra,None,calving,Alder,Increase,152183.9412
Tussock tundra,None,calving,Alder,Increase >= RMSE,57203.38039
Tussock tundra,None,calving,Alder,Decrease,37434.58039
Tussock tundra,None,calving,Alder,|Decrease| >= RMSE,4749
Tussock tundra,None,calving,Birch,No change,381245.2471
Tussock tundra,None,calving,Birch,Increase,778246.702
Tussock tundra,None,calving,Birch,Increase >= RMSE,53885.1098
Tussock tundra,None,calving,Birch,Decrease,568652.4745
Tussock tundra,None,calving,Birch,|Decrease| >= RMSE,8945.843137
Tussock tundra,None,calving,Graminoids,No change,535609.7412
Tussock tundra,None,calving,Graminoids,Increase,367707.6706
Tussock tundra,None,calving,Graminoids,Increase >= RMSE,2593.921569
Tussock tundra,None,calving,Graminoids,Decrease,868230.1569
Tussock tundra,None,calving,Graminoids,|Decrease| >= RMSE,16833.88627
Tussock tundra,None,calving,Willow,No change,697931.8863
Tussock tundra,None,calving,Willow,Increase,427316.0549
Tussock tundra,None,calving,Willow,Increase >= RMSE,5893
Tussock tundra,None,calving,Willow,Decrease,643133.8667
Tussock tundra,None,calving,Willow,|Decrease| >= RMSE,16700.56863
